Age,Screen_Time,Phone_Unlocks,Social_Media_Usage,Gaming_Hours,Streaming_Hours,Messaging_Hours,Sleep_Hours,Physical_Activity_Hours,Mental_Health_Score,Anxiety_Score,Stress_Level,Age_First_Phone,Notifications_Per_Day
65,5.27,109,2.17,1.77,0.13,1.63,7.45,0.82,8.33,93.81,28.58,15,131
40,6.74,44,0.21,0.05,3.79,1.78,7.36,1.39,58.56,57.38,80.61,15,78
42,5.31,110,2.47,1.01,0.54,0.59,7.66,0.95,0,50.47,5.65,10,126
58,5.45,25,3.1,1.47,3.28,1.24,6.66,0.77,25.93,6.02,83.72,13,156
24,6.52,57,1.7,2.28,2.13,1.34,6.86,1.56,65.67,22.12,10.71,11,98
27,9.91,67,2.26,-0.33,1.65,1.7,7.46,0.61,21.93,24.93,50.64,9,110
50,5.88,51,2.15,1.31,1.31,1.04,6.39,1.52,40.19,63.39,10.47,10,75
58,4.02,84,1.66,2.83,3.21,0.98,7.81,0.94,78.46,36.44,18.44,15,91
40,9.78,79,1.72,2.07,0.61,1.11,8.12,0.35,97.1,37.52,93.42,12,117
35,4.69,97,2.02,0.66,1.87,1.94,6.71,0.77,82.22,21.15,34.54,14,87
59,3.36,65,2.4,-0.86,1.01,0.91,7.37,0.72,21.13,73.41,41.99,20,67
50,3.64,83,4.37,1.31,2.09,2.56,6.07,1.21,27.08,14.56,95.8,20,60
18,5.82,84,1.96,2.82,0.71,0.81,6.11,0.39,86.37,23.7,85.82,10,120
40,6.28,110,2.44,0.83,1.57,1.64,5.19,0.07,17.37,58.36,31.3,17,121
42,5.16,94,2.16,1.78,1.63,1.41,7.21,0.44,45.31,56.49,44.53,15,72
69,8.48,61,2.25,1.08,2.07,2.07,8.24,1.47,0.68,64.03,0.54,9,64
57,7.87,51,3.34,2.39,2.56,1.86,5.07,1.21,24.8,29.43,60.03,15,85
28,8.47,78,2.47,1.11,1.73,1.42,7.1,0.75,79.88,97.24,26.95,18,105
28,3.21,86,2.51,-0.84,2.51,1.21,9.17,0.46,4.5,39.46,12.53,8,110
42,5.76,90,2.26,0.15,1.88,1.79,6.41,2.17,11.8,21.92,24.49,18,110
70,6.61,77,2.29,2.72,2.78,2.14,6.66,1.26,1.16,15.62,88.48,13,137
36,8.64,92,2.69,1.84,2.94,2.13,7.5,1.27,11.73,63.7,21.53,15,65
27,7.07,40,0.75,-0.91,2.27,1.3,7.3,1.14,38.38,79.59,19.66,18,119
14,5.01,69,2.01,1.87,3.53,0.92,4.74,0.67,9.1,76.99,90.2,13,107
36,6.11,81,3.15,1.63,4.29,1.27,5.88,0.56,33.74,81.77,42.33,18,63
57,5.42,91,2.82,1.59,4.12,1.31,6.31,1.09,5.42,43.57,27.09,19,85
27,5.31,52,3.85,0.12,2.24,1.04,7.28,1.13,62.08,12.39,98.79,14,68
49,5.26,76,2.56,2.27,3.32,1.17,7.14,0.45,61.61,4.29,84.22,16,68
55,4.95,48,1.83,1.17,1.51,1.38,6.02,0.67,3.93,90.48,15.8,19,97
62,8.71,80,1.55,2.36,2.78,1.11,7.9,-0.15,23.36,52.78,69.12,14,66
40,4.12,101,0.7,2.75,2.02,1.21,7.89,0.49,5.77,47.98,11.31,15,88
29,5,68,1.28,1.36,1.67,1.51,6.04,0.97,93.2,2.41,99.73,18,80
30,2.59,113,2.02,-0.18,2.4,1,6.49,0.66,52.47,31.73,50.11,20,49
45,7.51,43,2.9,2.94,1.95,1.6,6.7,0.54,67.44,91.4,84.52,15,105
58,6.61,98,2.11,0.49,1.19,0.73,5,1.13,62.05,96.98,22.11,12,97
32,5.93,44,2.18,1.25,1.31,1.62,7.34,0.39,7.5,53.48,19.18,8,110
48,5.51,89,0.28,0.09,1.22,0.98,6.07,0.54,55.45,71.81,39.29,11,51
65,5,115,0.66,0.71,1.33,1.75,7.35,1.69,98.18,32.63,63.37,9,126
25,8.16,119,2.28,2.11,2.89,1.71,7.37,0.71,92.6,82.63,27.47,20,90
33,9.15,59,2.4,0.5,2.49,1.79,7.71,1.23,8.11,99.96,37.77,15,104
23,5.11,107,2.39,1.32,0,0.68,8.25,-0.11,95.16,45,1.54,15,98
12,4.48,115,3.09,3.05,1.5,2,5.54,1.62,68.79,9.55,36.29,14,115
35,6.74,49,1.99,1.88,0.41,1.98,5.57,1.21,83.27,82.71,31.39,11,146
45,7.3,69,0.76,3.15,1.46,1.51,6.5,0.35,8.66,98.34,85.09,18,136
40,6.25,92,1.17,2.02,1.54,1.7,5.06,1.34,80.46,81.8,17.81,15,109
45,5.98,97,2.71,0.39,-0.12,0.64,6.44,0.89,32.3,97.28,76.59,20,120
65,4.86,112,2.02,1.27,2.72,1.16,5.39,0.37,2.24,72.09,42.2,11,104
55,7.36,108,2.57,0.2,2.14,1.84,6.54,1.37,74.91,69.75,42.26,9,78
27,4.1,141,3.86,2.55,1.97,0.51,4.18,1.33,23.35,86.08,48.09,14,130
53,6.22,65,1.93,2.34,0.99,1.64,6.72,0.89,53.9,80.4,61.24,15,60
14,4.17,108,1.71,2,2.78,1.17,5.34,1.26,28.84,40.32,95.89,17,76
63,5.58,94,0.86,0.96,3.53,1.54,5.17,1.27,53.34,33.34,77.23,9,91
22,7.26,83,1.59,1.18,1.87,1.82,6.72,1.18,63.18,35.08,54.77,12,130
22,4.91,53,1.67,1.69,1.39,0.42,8.2,2.03,92.04,9.55,52.11,9,118
15,8.77,79,2.9,1.87,0.42,1.38,6.86,1.36,53.1,3.04,96.06,10,46
63,2.11,78,3.13,3.65,-0.59,0.65,7.56,0.86,85.08,66.45,15.87,14,107
57,4.55,119,2.05,2.04,2.34,1.98,7.6,0.62,48.22,70.18,33.96,10,100
43,5.99,97,1.46,2.91,1.17,2.05,6.64,0.52,70.46,68.92,28.87,17,117
45,8.07,121,1.15,2.99,1.54,1.72,5.03,1.21,2.8,65.44,4.98,10,107
49,3.88,106,2.58,2.71,1.86,2.19,7.7,0.62,78.86,97.37,54.81,17,125
66,5.31,72,1.56,1.77,1.52,2.05,6.72,0.62,67.46,67.38,18.07,11,159
14,9.57,87,1.75,2.02,2.1,1.29,5.55,0.7,91.55,40.17,4.53,19,68
36,7.81,99,0.5,2.09,2.6,1.92,7.37,1.87,80.43,45.84,48.92,9,42
64,7.76,80,4.15,1.43,1.81,1.08,5.94,1.1,12.85,86.33,94.53,10,84
26,6.9,60,3.53,1.79,1.4,0.83,4.6,1.23,64.65,28.8,41.11,20,47
46,4.56,64,2.57,1.7,1.22,0.63,8.62,0.48,77.24,58.08,50.94,14,134
30,7.08,107,1.57,1.1,0.08,1.86,6.46,0.75,26.7,63.24,66.13,20,131
53,7.08,131,2.61,0.74,1.21,1.43,6.56,1.5,30.38,33.34,18.28,8,118
40,8.37,125,2.37,1.97,2.48,1.15,6.21,1.73,33.43,23.01,64.57,13,50
63,4.26,69,0.75,2.49,0.91,1.59,6.84,1.95,66.75,50.87,30.19,18,124
14,4.36,73,0.77,1,2.88,1.23,7.6,1.37,63.52,63.98,33.87,16,101
43,8.96,97,2.05,1.66,3.07,1.31,6.1,1.47,34.31,6.32,40.08,13,59
43,5.11,97,1.76,1.32,0.44,1.64,7.22,0.6,21.31,5.36,26.28,11,139
21,7.07,73,1.14,1.72,1.87,0.74,5.5,1.52,88.92,28.4,35.74,12,103
27,9.59,97,0.8,1.58,3.04,1.34,6.24,0.75,98.86,3.85,91.36,8,141
29,-0.08,102,3.55,1.12,2.4,1.11,7.59,1.41,1.29,92.14,13.12,8,156
42,4.95,75,1.08,0.28,1.18,1.22,5.83,1.58,34.85,89.28,8.23,20,103
26,9.29,67,0.75,1.03,2.41,1.87,5.97,0.4,26.63,42.21,38,16,106
66,5.68,57,1.29,0.37,3.21,1.64,6.4,1.05,55.07,49.47,48.37,12,66
62,5.86,86,0.58,1.19,0.25,1.53,4.15,0.87,45.5,89.02,92.19,14,83
62,2.14,84,2.61,0.36,1.85,0.95,6.46,1.46,91.33,93.72,67.35,10,93
65,6.77,25,2.21,-0.62,0.21,1.56,7.22,1.12,56.91,82.32,38.06,8,89
69,5.11,72,1.74,1.46,1.81,1.22,7.58,1.35,45.23,0.19,3.05,8,141
12,9.35,75,2,1.72,2.71,0.77,7.12,1.22,70.85,93.56,1.94,8,96
69,5.45,107,2.71,0.48,1.25,2.03,5.71,0.63,96.91,35.03,30.19,15,111
20,4.01,99,1.49,0.67,0.49,1.38,6.45,1.14,9.12,17.67,0.29,17,70
39,7.19,73,3.08,0.06,1.32,1.8,6.33,1.18,18.96,94.2,78.21,15,104
24,2.38,104,1.76,0.95,3.42,1.89,10.32,0.42,7.74,52.39,72.04,16,121
26,7.14,84,1.49,1.7,3.12,0.93,6.89,1.04,59.15,68.82,11.02,18,136
68,3.11,94,0.64,1.71,1.8,1.26,7.78,1.24,98.05,96.16,45.97,16,111
36,4.35,87,1.62,2.31,0.35,1.47,7.74,1.38,20.55,88.48,39.89,8,94
38,7.45,74,4.38,2.46,2.93,2.14,7.88,1.91,31.49,5.82,90.82,14,125
56,5.83,80,1.44,1.96,0.79,2.14,6.98,0.97,28.3,25.76,54.34,12,20
54,4.73,82,1.51,2.72,0.69,1.61,6.6,0.44,59.21,25.26,87.06,18,168
68,5.23,88,2.48,3.2,2.75,1.79,6.29,1.46,59.4,71.66,33.98,17,94
46,3.36,89,1.59,2.14,0.26,1.54,6.41,1.75,30.09,77.22,29.35,16,155
70,5.1,47,1.96,1.11,2.38,1.74,6.43,1.15,74,28.77,19.81,17,87
47,4.94,72,2.89,2.22,1.09,1.69,7.73,0.87,47.79,65.75,38.82,14,115
20,5.32,88,2.21,2.68,2.73,1.82,6.14,1.4,6.78,45.38,73.18,13,145
46,7.22,117,2.16,1.84,1.89,1.01,7.14,1.7,73.82,1.8,75.03,17,106
45,10.34,129,0.18,1.54,2.81,1.3,5.85,0.88,46.29,29.77,88.72,18,41
64,6.19,14,3.22,0.44,2.36,1.1,4.8,0.94,43.17,25.86,33.72,11,124
47,9.35,87,3.25,0.61,0.43,0.9,6.46,1.94,55.84,11.35,70.66,16,90
24,3.11,59,0.48,0.09,0.26,1.63,5.83,1.58,16.09,73.26,34.62,20,81
38,5.56,45,1.76,2.81,-0.14,2.24,7.6,0.69,82.92,83.73,99.16,10,50
33,1.27,133,1.47,0.84,2.07,1.89,6.01,1.17,52.97,67.86,57.47,13,96
23,9.38,45,1.55,2.45,2.67,0.93,5.96,1.12,70.61,49.87,75.24,15,150
69,3.73,36,3.63,0.79,1.22,1.31,5.38,0.47,63.31,27.98,98.89,15,128
14,6.65,112,1.56,0.98,2.31,1.95,3.84,1.08,11.98,40.02,26.2,10,73
60,8.59,134,0.98,0.98,1.9,1.69,6.36,0.74,11.26,57.19,34.2,20,48
45,5.63,98,1.32,1.35,2.46,0.97,6.68,1.1,0.57,64.19,35.87,14,94
24,5.06,39,2.95,1.33,3.24,1.55,7.89,1.39,3.48,12.27,88.03,16,83
61,5.68,84,2.36,1.93,2.93,1.36,6.65,1.58,99.43,24.26,11.14,12,105
65,8.76,71,3.27,1.63,1.38,1.54,8.24,1.7,6.77,7.53,93.74,12,107
29,5.6,73,3.15,1.7,1.45,1.58,7.3,1.85,77.17,51.65,78.86,10,90
42,6.35,119,0.82,1.42,1.52,1.3,7.58,0.54,66.48,81.94,51.52,20,85
15,9.16,128,1.99,1.94,1.58,2.19,6.26,1.57,10.51,71.84,79.56,12,124
53,3.86,74,2.1,-0.51,0.68,1.52,6.76,0.88,88.4,69.36,8.71,12,37
58,8.36,45,2.05,2.01,3.76,1.48,5.71,0.96,65.86,61.61,48.37,17,89
36,4.12,42,1.7,1.61,0.76,1.83,6.91,1.65,60.28,86.11,14.98,11,90
18,4.87,134,1.59,2.19,1.51,1.07,7.6,1.42,89.13,50.73,24.88,9,150
62,6.01,78,3.84,1.84,3.23,0.76,6.35,1.06,58.6,31.84,36.99,11,69
29,6.69,96,2.28,1.54,0.69,1.07,6.76,0.7,7.93,45.08,95.07,16,82
62,6.97,85,2.04,1.73,3.02,1.87,6.91,0.64,53.8,82.94,96.64,15,63
37,7.11,75,4.26,1.84,2.28,0.97,5.77,0.66,57.74,15.08,56.21,19,125
48,5.52,47,1.28,0.8,0.7,1.86,6.59,1.28,76.11,75.11,75.09,16,93
25,2.51,144,2.14,1.92,0.77,2.02,4.33,0.62,35.5,75.37,67.45,9,77
69,4.84,64,1.82,1.31,0.7,1.45,7.31,1.52,87.49,42.32,28.37,16,110
39,4.48,105,3.53,1.55,2.03,1.34,8.75,0.22,13.15,64.57,24.74,8,112
67,0.76,97,2.06,2.49,2.49,1.34,7.08,0.6,8.49,57.92,91.95,9,155
26,8.02,50,0.15,1.25,3.17,2.65,5.91,1.23,44.1,8.93,9.15,14,102
49,7.28,45,1.74,1.03,3.05,1.4,5.36,1.34,97.63,26.43,99.38,20,114
52,6.72,46,2.63,2.35,0.99,1.68,8.3,1.53,56.89,9.86,21.05,12,141
53,2.92,43,2.79,3.22,2.05,2.45,7.18,0.71,21.11,32.95,95.57,8,90
18,6.53,98,2.34,0.9,1.7,1.61,8.05,0.42,5.21,11.68,29.5,17,102
28,6.07,85,2.56,0.51,1,1.43,6.18,1.43,32.32,85.92,61.79,16,163
22,7.15,83,1.37,0.91,2.98,1.72,5.49,2.08,56.8,98.13,59.2,16,98
26,4.32,70,1.75,0.68,0.78,1.75,6.52,1.1,33.46,37.75,22.13,10,128
49,3.14,64,1.93,2.05,3.18,1.3,7.13,1.31,60.21,90.63,92.32,20,115
37,8.43,77,2.13,2.45,1.58,1.79,6.76,0.74,5.11,15.14,10.57,13,133
19,4.09,103,1.21,0.4,2.4,1.04,5.96,0.8,10.24,75.71,90.8,13,69
41,6.49,128,1.92,0.38,4.25,1.78,5.46,0.63,55.3,81.42,52.93,10,63
34,7.4,65,1.32,2.54,2.94,1.88,6.3,0.87,39.1,60.3,71.25,17,97
51,7.79,80,0.94,2.49,1.03,1.63,7.75,1.91,8.57,57.93,23.44,17,55
52,6.13,118,3.14,0.17,2.75,2.42,5.78,1.45,6.67,51.13,24.14,11,166
65,7.05,94,0.13,1.28,2.47,1.2,7.86,0.75,68.37,94.52,2.99,11,119
61,7.02,74,1,0.77,2.65,1.42,6.88,1.13,57.87,25.76,5.42,20,151
58,3.1,53,0.01,0.97,2.58,1.86,6.23,1.25,66.97,75.46,67.26,13,131
35,7.78,45,4.41,1.34,2.97,2.2,5.87,1.16,41.78,70.07,3.18,9,83
27,5.66,58,1.7,1.21,1.2,1.97,7.76,0.63,12.94,29.62,98.45,15,113
60,6.2,45,0.56,-0.4,2.17,1.01,6.39,0.38,94.13,44.76,40.59,10,140
42,7.78,158,2.62,4.54,0.77,2.56,6.4,1.56,43.49,60.66,83.43,16,111
33,5.66,61,1.17,1.11,1.75,0.41,6.16,1.59,44.51,51.03,55.73,9,123
57,9.28,24,1.72,2,2.04,0.96,6.77,0.77,69.46,25.39,71.87,9,99
36,6.33,91,3.21,2.9,2.34,1.09,7.82,0.3,57.21,97.43,76.1,10,109
27,5.87,92,2.3,3.79,2.57,2.04,3.88,0.56,27.48,58.52,61.74,11,69
23,4.88,115,3.08,-1.01,1.58,1.61,7.38,1.11,43.75,99.84,45.54,19,105
50,6.32,63,3.32,1.62,1.42,1.06,5.74,1.39,86.81,94.1,4.8,10,132
13,7.12,77,1.56,2.38,2.79,1.4,6.38,1.17,78.13,14.23,19.47,8,133
52,6.45,54,2.06,2.07,1.61,1.6,6.23,1.08,20.06,57.37,18.65,11,98
69,9.6,105,0.26,1.58,0.44,2.12,5.08,1.38,87.18,13.88,58.75,17,128
56,5.99,74,2.76,2.73,1.53,1.78,7.73,0.24,22.57,59.96,25.9,12,83
32,6.44,95,2.97,1.04,2.61,1.43,7.77,0.85,49.61,28.35,1.92,19,125
46,7.43,84,2.14,2.85,2.98,2.01,5.1,1.12,12.18,18.88,2.99,12,71
31,6.57,84,0.86,2.19,1.25,0.4,6.21,0.57,92.25,14.5,62.69,15,117
38,7.21,49,1.94,0.85,0.15,1.07,7.09,0.92,92.07,33.82,84.05,13,137
61,4.51,85,1.79,1.29,3.35,1.65,5,0.41,83.03,35.43,29.25,9,110
28,3.6,112,2.41,2.75,1.2,2.32,5.24,1.16,20.18,77.55,83.66,9,128
36,5.37,61,0.81,0.4,2.48,2.16,5.85,0.81,61.38,7.27,34.35,11,78
55,3.01,82,3.5,1.66,1.68,0.93,5.57,1.31,79.09,2.84,82.96,9,103
14,5.01,103,1.41,2,2.85,1.47,6.94,0.75,86.8,88.4,36.23,18,91
50,7.79,61,2.74,1.83,0.96,2.42,6.91,0.87,38.65,92.48,84.24,14,86
32,3.9,66,1.24,2.73,2.2,1.95,7.61,0.69,88.85,96.75,54.79,14,75
57,6.4,70,2.25,1.05,2.68,1.2,8.51,1.1,12.03,24.34,14.8,10,59
64,5.09,84,1.6,2.41,2.1,1.74,8.39,1.35,48.8,64.86,99.5,16,126
59,5.49,86,1.28,-0.78,2.58,0.94,8.16,0.89,54.71,8.96,19.73,18,33
66,3.22,49,2.26,-0.48,0.23,1.9,7.42,0.87,87.98,89.42,64.55,10,89
13,2.39,44,2.46,1.34,2.48,1.8,6.16,0.6,63.56,91.06,66.79,20,56
44,6.57,81,2.29,-0.44,0.88,0.64,6.08,0.72,34.46,35.99,61.27,8,84
68,4.16,79,1.59,-0.28,1.08,1.97,8.21,0.91,57.02,38.91,22.96,14,115
58,8.92,101,2.99,0.68,0.73,1.12,4.62,1.27,70.53,14.58,69.03,12,114
34,6.84,110,1.53,0.45,0.92,1.03,6.98,1.55,73.96,51.71,36.33,12,66
64,4.38,81,1.61,2.94,3.87,1.02,6.06,1.04,67.15,22.65,0.69,8,86
40,6.44,109,1.54,1.55,2.5,2.53,6.66,1.08,48.46,62.62,99.8,13,99
51,7.51,90,3.01,2.71,2.45,1.89,6.55,1.34,37.8,37.45,62.59,17,122
23,8.04,56,0.99,0.91,1.17,1.3,7.32,0.98,50.63,26.63,91.35,8,113
57,4.3,66,3.66,0.44,2.44,1.74,7.58,2.43,63.92,74.16,7.47,15,65
28,5.99,60,1.96,3.21,1.3,2.33,6.14,1.59,50.2,69.27,65.75,16,97
42,3.54,69,2.37,1.07,2.43,1.11,6.36,0.55,3.19,18.45,36.61,14,80
67,4.72,102,2.76,2.43,3.61,2.47,5.15,0.18,1.07,69.16,90.26,19,50
30,3.13,58,1.05,1.88,2.72,2.22,4.44,1.11,72.55,40.03,6.32,14,154
24,5.48,60,2.61,2.14,2.23,0.82,6.58,0.27,86.07,9.49,13.51,19,139
38,2.99,79,1.74,-0.72,2.09,1.03,6.5,1.13,41.17,53.4,60.74,15,151
23,8.92,57,2.5,1.94,1.2,2.27,6.59,1.89,26.77,97.87,77.66,14,123
23,5.46,76,2.27,1.11,1.93,1.44,6.48,0.81,37.26,96.28,95.16,18,68
55,4.24,96,3.43,1.19,2.93,2.04,5.19,1.24,11.31,49.88,77.67,17,118
55,5.11,50,0.63,1,0.68,0.79,6.78,1.2,71.86,38.55,45.85,11,80
61,6.02,52,3.17,1.06,1.03,1.25,6.78,1.14,14.86,64.63,45.43,13,61
64,8.88,116,2.34,3.03,1.33,1.83,6.82,1.12,99.79,29.8,83.63,13,65
59,7.58,86,2.79,0.91,1.25,2.06,6.39,0.51,4.74,37.3,76,12,98
37,8.11,37,3.71,0.2,2.63,1.65,5.37,1.29,34.67,50.5,46.06,16,55
60,8.17,87,1.08,0.3,2.14,1.42,6,1.52,95.26,14.15,73.66,19,127
54,8.96,68,2.57,1.48,2.38,0.85,5.79,0.73,36.48,63.47,0.86,13,136
26,9.69,100,0.84,2.57,4.96,1.16,6.29,1.89,58.35,5.62,64.2,19,123
37,3.6,66,2.6,0,1.56,1.36,6.91,1.87,1.29,57.63,28.6,17,75
28,6.52,42,3.08,0.9,1.42,2.31,6.61,0.54,63.03,14.74,19.93,9,70
58,3.44,79,3.14,0.43,2.28,1.4,7.26,0.65,29.26,4.44,73.5,19,46
51,3.61,63,0.95,0.45,2.09,1.27,5.63,1.3,80.88,74.63,97.79,16,113
59,7.89,46,1.82,1.59,0.41,1.18,6.86,0.25,81.24,33.09,10.44,8,106
22,2.57,83,4.54,1.01,4.54,0.44,7.21,1.46,11.04,26.85,51.63,10,117
20,6.56,90,3.28,2.93,2.73,1.62,4.79,0.88,88.45,58.28,42,11,125
53,5.58,89,1.65,1.29,2.04,2.13,7.62,1.02,68.59,80.27,14.84,13,71
46,5.12,82,2.74,1.27,2.42,1.15,6.37,1.19,88.26,72.12,72.73,12,101
19,7.54,57,1.81,1.71,1.76,1.14,6.69,1.26,39.94,4.51,53.79,12,86
67,5.08,52,2.01,2.24,1.44,1.55,5.76,0.51,35.24,14.33,52.6,15,91
25,3.25,68,2.42,-0.52,2.06,2.35,6.51,0.81,32.72,0.32,94.35,8,111
31,2.92,124,1.3,1.66,2.76,1.56,7.15,-0.01,57.44,9.74,61.67,17,103
19,9.07,83,0.2,0.53,3.46,1.93,5.08,1.64,91.27,16.57,54.52,11,111
47,6.6,103,2.06,2.05,1.33,1.02,6.73,1.3,52.25,94.7,18.06,17,110
35,8.45,103,3.32,1.72,2.43,0.82,5.83,0.93,64.33,89.67,89.64,9,114
13,7.51,104,3.34,2.15,2.4,0.56,7.74,0.02,61.59,70.6,35.26,10,92
65,6.26,93,1.73,2.72,1.67,0.89,4.05,0.79,16.55,87.67,46.24,11,60
24,4.73,82,0.19,1.32,-0.06,0.96,6.51,0.42,96.61,14.63,94.87,13,51
27,7.15,61,2.8,1.5,2.7,0.97,7.01,1.96,36.75,68.88,67.27,12,78
45,3.36,88,1.09,0.56,1.93,1.15,6.22,1.16,82.09,76.75,55.79,14,80
28,8.47,89,0.65,0.85,2.97,1.89,6.29,1.27,9.03,38.63,56.74,20,116
48,4.54,69,3.59,0.25,0.69,1.03,7.34,1.19,39.33,45.12,13.46,9,86
36,1.92,107,2.16,1.7,2.22,1.08,6.44,1.17,87.39,40.33,25.84,18,63
52,6.87,116,2.16,-0.07,1.99,0.34,6.56,1.21,0.5,52.65,27.82,10,93
45,7.57,100,1.55,1.75,2.57,1.03,6.2,1.76,79.52,76.75,65.25,19,114
17,7.72,65,1.52,2.63,2.63,1.57,6.31,0.54,2.63,74.28,49.92,8,127
43,7.46,72,2.93,2.25,0.56,1.33,6.97,0.38,62.5,91.98,44.51,13,112
67,10.18,75,1.32,0.36,2.03,1.72,6.02,0.9,70.84,15.64,88.07,18,66
29,8.82,51,2.42,2.63,2.66,1.54,8.05,0.64,63.51,23,88.14,10,21
16,4.43,81,0.53,1.6,1.94,1.31,6.31,1.48,87.33,13.83,81.19,18,127
45,7.46,91,1.18,3.97,1.39,1.38,6.12,0.92,59.66,90.22,75.27,9,81
13,6.29,53,1.79,2.33,1.19,1.99,7.16,0.25,77.17,25.65,76.2,17,122
28,4.39,107,4.05,0.56,0.65,1.15,7.25,0.82,24.58,44.05,25.47,14,110
67,5.2,118,1.56,2.17,1.76,1.27,6.63,0.93,90.68,90.31,19.18,9,92
38,6.33,78,2.12,1.24,0.45,0.63,7.39,1.7,66.6,53.92,39.75,14,86
39,4.48,82,2.52,0.56,1.17,1.32,6.67,0.94,46.23,53.29,92.58,10,124
41,7.98,50,3.26,-0.48,3.02,1.06,7.63,1.74,39.92,51.59,59.38,14,96
16,5.91,78,1.43,0.91,3.6,1.54,5.5,0.29,29.89,51.84,20.31,15,105
26,6.69,83,1.57,2.38,0.34,1.59,6.07,0.38,2.06,31.31,23.38,16,64
27,8.77,113,2.72,3.1,2.98,1.29,5.27,1.78,40.51,36.1,24.37,9,118
18,3.27,67,2.53,1.21,2.31,1.52,6.84,1.29,31.11,33.19,64.46,19,106
43,3.93,84,3.08,2.03,3.08,1.05,6.95,1.62,18.16,81.39,54.69,14,132
51,2.65,133,2.39,3.22,2.4,2.44,6.42,0.89,79.61,47.37,89.82,16,93
31,7.63,111,2.63,2.43,2.33,0.8,7.53,0.84,90.48,18.86,10.66,19,162
50,4.22,84,2.84,1.09,2.1,1.29,4.32,0.24,26.95,16.2,71.11,16,119
58,5.22,62,2.18,3.82,0.83,1.68,7.3,0.62,47.46,66.15,98.31,13,68
70,7.54,68,0.12,2.19,0.78,1.29,7.63,1.59,83.25,88.11,69.88,12,12
70,4.07,98,0.65,1.99,1.75,1.54,5.36,0.34,57.39,75.48,78.39,17,129
18,6.83,62,1.4,1.18,2.84,1.12,5.94,-0.1,52.71,77.46,34.84,11,53
43,4.38,61,2.23,3.7,2.71,0.93,6.03,0.2,11.34,26.98,91.61,20,94
41,5.59,50,1.67,0.68,0.07,1.53,6.52,1.15,93.91,14.74,31.24,14,104
55,3.55,99,2.12,0.2,2.19,1.52,6.69,0.84,95.85,31.95,30.7,14,134
25,8.32,95,2.26,2.4,1.85,1.78,5.66,1.74,45.95,11.11,81.13,13,56
34,11.6,108,0.87,2.76,1.99,1.16,5.18,1.7,55.32,44.93,20.51,19,103
14,7.05,82,2.11,1.21,2.4,1.55,7.03,0.48,60.53,42.41,74.81,16,130
45,3.95,120,4.32,2.41,1.77,1.56,5.46,1.51,86.62,63.72,71.38,8,106
42,3.91,113,0.96,1.33,2.53,1.74,5.96,0.43,72.62,11.02,32.58,13,111
36,4.14,85,3.66,0.54,1.85,1.52,5.3,0.4,54.51,73.98,89.3,14,128
69,9.25,44,1.32,0.71,1.76,2.3,8.6,0.8,61.05,16.17,67.31,10,67
23,6.35,83,0.95,3.76,3.06,1.2,6.46,1.06,25.05,98.89,48.65,11,94
66,5.93,92,2.51,2.07,0.61,1.1,6.13,1.3,31.86,68.56,38.8,11,161
33,5.58,44,2.58,1.41,1.06,1.49,7.73,1.06,97.33,30.51,74.31,16,79
68,6.63,84,3.51,1.34,2.22,1.66,5.25,1.25,72.16,88.29,42.69,8,23
24,7.21,111,3.21,1.9,0.68,1.32,7.14,0.48,92.09,6.24,43.24,8,85
51,6.97,42,0.6,1.24,3.58,2.12,5.97,1.78,57.5,98.98,43.53,10,116
40,5.66,106,-0.32,-0.13,0.24,0.74,7.36,0.4,7.21,64.99,8.38,19,101
50,5.59,33,1.98,3.55,2.75,2.09,7.27,1.17,88.2,61.62,51.97,10,65
62,4.32,87,2.36,1.6,2.39,2.44,5.63,1.32,95.38,14.51,57.51,18,40
66,2.25,51,-0.54,1.19,0.67,1.14,6.47,0.88,9.23,67.12,71.05,9,108
40,3.96,85,1.55,2.59,0.36,1.54,5.95,0.5,26.97,28.71,99.51,9,56
55,6.14,114,3.48,3.05,4.7,1.91,6.66,1.03,34.87,50.65,53.1,17,119
14,7.05,54,1.09,0.16,1.9,2.15,5.98,1.4,95.94,89.91,44.43,16,90
55,4.67,56,2.59,1.47,1.45,1.14,7.13,1.04,64.36,78.05,59.11,14,70
30,6.34,107,2.81,0.8,3.21,0.86,8.02,0.44,59.22,40.35,40.94,15,63
15,6.88,113,3.14,0.84,1.18,1.18,6.88,1.23,39.85,51.68,74.3,13,81
24,8.14,51,2.94,0.27,1.08,1.21,7.29,1.43,7.54,98.06,89.74,9,115
39,5.71,69,1.75,3.08,0.38,1,7.02,0.97,85.52,5.44,25.33,17,118
36,3.8,115,0.87,-0.39,2.84,1.71,6.91,1.4,56.08,64.68,73.54,12,93
49,6.26,54,1.34,1.55,2.24,1.77,6.99,0.65,59.14,62.47,89.25,18,87
62,3.59,87,2.42,-0.63,2.73,2.33,6.33,0.74,84.19,39.37,93.5,13,95
62,5.44,94,2.92,1.83,2.87,1.51,8.18,0.71,3.91,79.61,63.5,17,137
51,5.01,116,0.73,3.12,1.1,1.8,6.64,1.44,58.48,21.16,49.28,18,61
29,2.2,54,1.05,2.61,1.28,2.55,6.17,1.05,49.41,80.13,23.33,10,64
20,7.88,44,3.01,1.07,1.78,2.29,6.63,0.78,37.94,60.73,31.42,16,130
